Address,City,State,Zip,Lat,Lng,Accuracy Score,VANPCTCODE
1174 REED AVE.,BRIGHTON,IA,52540,41.13633,-91.8491,1,1593577
104 W. MAIN ST.,LOCKRIDGE,IA,52635,40.99451,-91.747,1,1593578
600 W. 5TH ST.,SOLON,IA,52333,41.80345,-91.5027,1,947194
313 S. IOWA ST.,SOLON,IA,52333,41.80503,-91.4959,1,947196
104 N PARK RD,TIFFIN,IA,52340,41.7075,-91.6456,1,947195
1301 5TH ST,CORALVILLE,IA,52241,41.67637,-91.5808,1,947197
1220 1ST AVE.,CORALVILLE,IA,52241,41.68816,-91.5657,1,947198
601 OAKDALE BLVD.,CORALVILLE,IA,52241,41.70648,-91.5761,1,947199
1401 5TH ST.,CORALVILLE,IA,52241,41.67726,-91.5819,1,947200
1507 8TH AVE.,CORALVILLE,IA,52241,41.68286,-91.584,0.6,947201
180 W. FOREVERGREEN RD.,NORTH LIBERTY,IA,52317,41.7231,-91.6007,1,947202
2301 OAKDALE BLVD.,CORALVILLE,IA,52241,41.71064,-91.597,1,1593579
303 DEVOE ST. S,LONE TREE,IA,52755,41.48437,-91.4257,1,947203
4696 ROBIN WOODS LN NE,IOWA CITY,IA,52240,41.7395,-91.4749,1,947204
2009 400TH ST SW,OXFORD,IA,52322,41.64251,-91.7356,1,947205
110 MAIN ST,HILLS,IA,52235,41.55441,-91.5349,1,1593580
1900 MORNINGSIDE DR.,IOWA CITY,IA,52245,41.65933,-91.5061,1,947206
2901 MELROSE AVE.,IOWA CITY,IA,52246,41.65413,-91.5812,1,947207
225 S GRAND AVE,IOWA CITY,IA,52240,41.65836,-91.5466,0.9,947208
225 S GRAND AVE,IOWA CITY,IA,52240,41.65836,-91.5466,0.9,947209
125 N MADISON ST,IOWA CITY,IA,52242,41.66306,-91.5384,1,947210
2701 BRADFORD DR.,IOWA CITY,IA,52240,41.64543,-91.4977,1,947211
2425 PRAIRIE MEADOW DR.,IOWA CITY,IA,52242,41.65893,-91.5745,0.9,947212
2901 MELROSE AVE.,IOWA CITY,IA,52246,41.65413,-91.5812,1,947213
2901 MELROSE AVE.,IOWA CITY,IA,52246,41.65413,-91.5812,1,947214
4213 SAND RD SE,IOWA CITY,IA,,41.6172,-91.5219,1,947215
93 E. BURLINGTON ST.,IOWA CITY,IA,52240,41.65742,-91.5351,1,947216
3571 SYCAMORE ST.,IOWA CITY,IA,52240,41.62227,-91.513,1,947217
3109 OLD HWY 218 S,IOWA CITY,IA,52246,41.62363,-91.5454,1,947218
1550 S. 1ST AVE.,IOWA CITY,IA,52240,41.64261,-91.5031,1,947219
1355 DEFOREST AVE,IOWA CITY,IA,,41.64341,-91.5158,1,947220
830 SOUTHLAWN DR.,IOWA CITY,IA,52245,41.65099,-91.4921,1,947221
1900 MORNINGSIDE DR,IOWA CITY,IA,52245,41.65933,-91.5061,1,947222
2501 BRADFORD DR,IOWA CITY,IA,,41.64534,-91.4996,1,947223
220 S GILBERT ST,IOWA CITY,IA,52240,41.65845,-91.5298,1,947224
221 E. WASHINGTON ST.,IOWA CITY,IA,52240,41.65979,-91.5323,1,947225
125 N MADISON ST,IOWA CITY,IA,52240,41.66306,-91.5384,0.9,947226
21 E. MARKET ST.,IOWA CITY,IA,52242,41.66338,-91.5354,1,947227
2525 N. DODGE ST.,IOWA CITY,IA,52245,41.68843,-91.4954,1,947228
1355 BARRINGTON RD.,IOWA CITY,IA,52240,41.64585,-91.4672,1,947229
2863 120TH ST. NE,SWISHER,IA,52338,41.84734,-91.6496,1,947231
68 3RD ST. SE,SWISHER,IA,52338,41.84493,-91.6937,1,947232
301 MAIN ST,HILLS,IA,52235,41.55413,-91.5326,1,947233
4696 ROBIN WOODS LN NE,IOWA CITY,IA,52240,41.7395,-91.4749,1,947239
520 W CHERRY ST,NORTH LIBERTY,IA,,41.75017,-91.6053,1,947237
80 BIRCH ST,NORTH LIBERTY,IA,,41.7429,-91.5994,1,947238
230 N. DUBUQUE ST.,NORTH LIBERTY,IA,52317,41.74787,-91.5955,1,1593581
170 ABIGAIL RD,NORTH LIBERTY,IA,,41.72766,-91.5957,1,1593582
2230 SAINT ANDREWS DR,NORTH LIBERTY,IA,,41.73891,-91.6334,1,1593583
520 W CHERRY ST,NORTH LIBERTY,IA,,41.75017,-91.6053,1,1593584
230 WILSON ST.,OXFORD,IA,52322,41.72471,-91.7929,0.9,947240
1400 DUBUQUE ST. NE,NORTH LIBERTY,IA,52317,41.73541,-91.5697,0.8,947241
4643 AMERICAN LEGION RD.,IOWA CITY,IA,52240,41.64892,-91.479,0.9,947243
301 MAIN ST,HILLS,IA,52235,41.55413,-91.5326,1,947244
313 S. IOWA ST.,SOLON,IA,52333,41.80503,-91.4959,1,947245
4810 MELROSE AVE,IOWA CITY,IA,52246,41.65784,-91.6059,1,947248
600 KOSER AVE,IOWA CITY,IA,,41.65065,-91.5631,1,947247
1592 ANGLE RD SW,KALONA,IA,,41.54683,-91.7716,1,947250
3109 OLD HWY 218 S,IOWA CITY,IA,52246,41.62363,-91.5454,1,947249
410 OLD DUBUQUE RD,ANAMOSA,IA,52205,42.11243,-91.2738,1,1593585
600 E MAIN ST,ANAMOSA,IA,52205,42.10845,-91.2795,1,1593586
766 N MAPLE ST,MONTICELLO,IA,52310,42.24669,-91.1896,1,1593587
600 E 1ST ST,ANAMOSA,IA,52205,42.10637,-91.2778,1,1593588
202 SOUTH ST,MARTELLE,IA,52305,42.02043,-91.3588,1,947257
220 WELTER DR,MONTICELLO,IA,52310,42.23834,-91.1871,0.33,947258
800 N MAPLE ST,MONTICELLO,IA,52310,42.24714,-91.1898,1,947259
850 E OAK ST,MONTICELLO,IA,52310,42.23401,-91.185,1,947260
850 E OAK ST,MONTICELLO,IA,52310,42.23401,-91.185,1,947261
115 E BROADWAY,OXFORD JUNCTION,IA,52323,41.98359,-90.9568,0.7,947263
220 WELTER DR,MONTICELLO,IA,52310,42.23834,-91.1871,0.33,947264
212 TRILBY ST,OLIN,IA,52320,41.99474,-91.1399,1,947265
105 MAIN ST,ONSLOW,IA,52321,42.10628,-91.0146,1,1593589
130 W MAIN ST,WYOMING,IA,52362,42.05873,-91.0062,0.9,947267
3003 IA-22,KESWICK,IA,50136,41.45127,-92.2392,0.6,947268
109 N MAIN ST,HEDRICK,IA,52563,41.17157,-92.3092,1,947269
907 E. PLEASANT VALLEY ST.,SIGOURNEY,IA,52591,41.32995,-92.1938,1,947273
401 BROADWAY ST,SOUTH ENGLISH,IA,52335,41.4499,-92.0902,1,947271
100 MAIN ST,RICHLAND,IA,52585,41.18459,-91.9919,1,947272
225 E BROADWAY AVE,KEOTA,IA,52248,41.36372,-91.9525,0.9,1593590
3003 IA-22,KESWICK,IA,50136,41.45127,-92.2392,0.6,947274
100 MAIN ST,RICHLAND,IA,52585,41.18459,-91.9919,1,947275
720 E JACKSON ST,SIGOURNEY,IA,52591,41.33698,-92.1971,1,947276
10 N MAIN ST,SIGOURNEY,IA,52591,41.3309,-92.205,0.6,947277
615 S. JEFFERSON ST.,SIGOURNEY,IA,52591,41.32742,-92.2037,1,947278
907 E PLEASANT VALLEY ST,SIGOURNEY,IA,52591,41.32995,-92.1938,1,947279
22400 220TH AVE.,SIGOURNEY,IA,52591,41.28954,-92.1809,0.6,947280
104 N 2ND ST,DELTA,IA,52550,41.32373,-92.3304,1,947283
308 SOUTH BARNES ST.,WHAT CHEER,IA,50268,41.40386,-92.3548,0.9,947281
729 E. KENNEDY,ALGONA,IA,50511,43.06497,-94.2279,1,947284
600 S HALE ST,ALGONA,IA,50511,43.06424,-94.2232,1,947285
600 S HALE ST,ALGONA,IA,50511,43.06424,-94.2232,1,947286
108 S HALL STREET,ALGONA,IA,50511,43.06847,-94.2393,1,947287
400 1ST ST,BURT,IA,50522,43.19739,-94.2181,1,947288
400 1ST ST,BURT,IA,50522,43.19739,-94.2181,1,947290
600 S HALE ST,ALGONA,IA,50511,43.06424,-94.2232,1,1593591
600 S HALE ST,ALGONA,IA,50511,43.06424,-94.2232,1,1593592
108 S HALL STREET,ALGONA,IA,50511,43.06847,-94.2393,1,947291
203 5TH ST N,SWEA CITY,IA,50590,43.38424,-94.3125,1,947292
411 BROAD ST,WHITTEMORE,IA,50598,43.06343,-94.4228,1,947295
505 E RAMSEY ST,BANCROFT,IA,50517,43.29303,-94.2112,1,1593593
505 E RAMSEY ST,BANCROFT,IA,50517,43.29303,-94.2112,1,947296
205 BREWER ST,LAKOTA,IA,,43.37815,-94.0922,1,947297
2111 US-169,ALGONA,IA,50511,43.08786,-94.2368,1,947298
411 BROAD ST,WHITTEMORE,IA,50598,43.06343,-94.4228,1,947299
106 MAIN ST E,WESLEY,IA,50483,43.08848,-93.9906,1,947300
2111 US-169,ALGONA,IA,50511,43.08786,-94.2368,1,947301
106 MAIN ST E,WESLEY,IA,50483,43.08848,-93.9906,1,1593594
2111 US-169,ALGONA,IA,50511,43.08786,-94.2368,1,1593595
2642 HIGHWAY 218,DONNELLSON,IA,52625,40.57752,-91.5206,1,948282
501 10TH ST,FORT MADISON,IA,,40.63219,-91.3153,1,947306
1326 AVENUE E,FORT MADISON,IA,,40.63297,-91.3213,1,947307
2001 AVENUE B,FORT MADISON,IA,,40.63648,-91.3317,1,947308
4821 AVENUE O STE 4,FORT MADISON,IA,,40.62414,-91.3734,1,948327
3301 AVENUE L,FORT MADISON,IA,,40.62679,-91.3553,1,947310
506 N MAIN ST,DONNELLSON,IA,,40.64217,-91.5646,1,#N/A
3301 AVENUE L,FORT MADISON,IA,,40.62679,-91.3553,1,947320
3640 ARGYLE ROAD,KEOKUK,IA,52632,40.44338,-91.4544,1,947319
301 BLONDEAU STREET,KEOKUK,IA,52632,40.3947,-91.3806,1,947311
508 MAIN ST.,KEOKUK,IA,52632,40.39574,-91.3835,1,#N/A
116 N. 8TH ST.,KEOKUK,IA,52632,40.39899,-91.3846,1,947313
3476 MAIN STREET,KEOKUK,IA,52632,40.42178,-91.4101,1,947314
2002 ORLEANS AVE,KEOKUK,IA,,40.41198,-91.3885,1,947315
3476 MAIN STREET,KEOKUK,IA,52632,40.42178,-91.4101,1,947316
2940 DECATUR ST,KEOKUK,IA,,40.41893,-91.3953,1,947317
710 MAIN ST,MONTROSE,IA,,40.52861,-91.421,0.6,947321
2001 AVENUE B,FORT MADISON,IA,,40.63648,-91.3317,1,1593596
728 AVENUE G,FORT MADISON,IA,,40.63074,-91.3102,1,1593597
6101 GIBSON DR NE,CEDAR RAPIDS,IA,52411,42.03946,-91.7144,1,1593598
1700 BOYSON RD NE,CEDAR RAPIDS,IA,52402,42.0483,-91.662,1,1593599
901 E MAIN ST,ROBINS,IA,52328,42.06353,-91.6497,1,1593600
9000 C AVE NE,MARION,IA,52302,42.06729,-91.6384,1,1593601
9000 C AVE NE,MARION,IA,52302,42.06729,-91.6384,1,1593602
4801 GOLF ST NE,CEDAR RAPIDS,IA,52402,42.02571,-91.6504,1,1593603
220 40TH ST NE,CEDAR RAPIDS,IA,52402,42.0202,-91.6356,1,1593604
3700 E AVE NE,CEDAR RAPIDS,IA,52402,42.01606,-91.6414,1,1593605
1524 HOLLYWOOD BLVD NE,CEDAR RAPIDS,IA,52402,42.01711,-91.6585,1,1593606
4545 WENIG RD NE,CEDAR RAPIDS,IA,52402,42.02472,-91.6806,1,1593607
5925 SEMINOLE VALLEY TRAIL NE,CEDAR RAPIDS,IA,52411,42.00719,-91.7201,1,1593608
4343 MARILYN DR NE,CEDAR RAPIDS,IA,52402,42.02311,-91.6767,1,1593609
1635 LINMAR DR NE,CEDAR RAPIDS,IA,52402,42.00647,-91.6723,1,1593610
2630 B AVE NE,CEDAR RAPIDS,IA,52402,42.00329,-91.6385,1,1593611
2205 FOREST DR SE,CEDAR RAPIDS,IA,52403,41.99719,-91.6314,1,1593612
300 20TH ST NE,CEDAR RAPIDS,IA,52402,41.99728,-91.6424,1,1593613
700 16TH ST NE L100,CEDAR RAPIDS,IA,52402,41.99495,-91.6554,1,1593614
50 2ND AVE BRIDGE,CEDAR RAPIDS,IA,52401,41.97639,-91.671,1,1593615
2500 EDGEWOOD RD NW,CEDAR RAPIDS,IA,52405,42.00329,-91.7106,1,1593616
5200 E AVE NW,CEDAR RAPIDS,IA,52405,41.98023,-91.7384,1,1593617
300 13TH ST NW,CEDAR RAPIDS,IA,52405,41.976,-91.6902,1,1593618
"""1220 1ST AVE NE"" CORNER OF COLLEGE DRIVE & MARV LEVY RD (WHERE D AVE WOULD BE)",CEDAR RAPIDS,IA,52402,41.98621,-91.6571,0.9,1593619
355 18TH ST SE,CEDAR RAPIDS,IA,52403,41.98615,-91.645,1,1593620
2205 FOREST DR SE,CEDAR RAPIDS,IA,52403,41.99719,-91.6314,1,1593621
50 2ND AVE BRIDGE,CEDAR RAPIDS,IA,52403,41.97683,-91.6711,0.8,1593622
620 10TH ST SE,CEDAR RAPIDS,IA,52403,41.97943,-91.6538,1,1593623
300 13TH ST NW,CEDAR RAPIDS,IA,52405,41.976,-91.6902,1,1593624
2200 1ST AVE NW,CEDAR RAPIDS,IA,52405,41.97184,-91.7031,1,1593625
1211 WILEY BLVD SW,CEDAR RAPIDS,IA,52404,41.96529,-91.725,1,1593626
441 W POST RD NW,CEDAR RAPIDS,IA,52405,41.97736,-91.7393,1,1593627
6225 1ST AVENUE SW,CEDAR RAPIDS,IA,52405,41.97046,-91.7526,0.9,1593628
6225 1ST AVENUE SW,CEDAR RAPIDS,IA,52405,41.97046,-91.7526,0.9,1593629
1243 20TH ST SW,CEDAR RAPIDS,IA,52404,41.96534,-91.699,1,1593630
1400 INSIPIRATION PL SW,CEDAR RAPIDS,IA,52404,41.96615,-91.6618,1,1593631
1103 3RD ST SE,CEDAR RAPIDS,IA,52401,41.97078,-91.659,1,1593632
600 36TH ST SE,CEDAR RAPIDS,IA,52403,41.98014,-91.6154,1,1593633
2736 BOWLING ST SW,CEDAR RAPIDS,IA,52404,41.9503,-91.658,1,1593634
2301 J ST SW,CEDAR RAPIDS,IA,52404,41.95546,-91.6666,1,1593635
1243 20TH ST SW,CEDAR RAPIDS,IA,52405,41.96534,-91.699,0.8,1593636
153 CHERRY HILL RD NW,CEDAR RAPIDS,IA,52405,41.97285,-91.7443,1,1593637
5338 JOHNSON AVE SW,CEDAR RAPIDS,IA,52404,41.96697,-91.7394,1,1593638
4401 6TH ST SW,CEDAR RAPIDS,IA,52404,41.93535,-91.675,1,1593639
6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,41.91871,-91.6553,1,1593640
6301 KIRKWOOD BLVD SW,CEDAR RAPIDS,IA,52404,41.91871,-91.6553,1,1593641
216 MAIN ST,FAIRFAX,IA,52228,41.91944,-91.7817,1,1593642
150 9TH AVE,HIAWATHA,IA,52233,42.03737,-91.6819,1,1593643
101 EMMONS ST,HIAWATHA,IA,52233,42.03847,-91.6753,1,1593644
1770 BOYSON RD,HIAWATHA,IA,52233,42.04509,-91.6961,1,1593645
1770 BOYSON RD,HIAWATHA,IA,52233,42.04509,-91.6961,1,1593646
1400 10TH AVE,MARION,IA,52302,42.03677,-91.5939,1,1593647
1225 6TH AVE,MARION,IA,52302,42.03214,-91.5964,1,1593648
1350 4TH AVE,MARION,IA,52302,42.03098,-91.5958,1,1593649
675 S 15TH ST,MARION,IA,52302,42.02336,-91.5921,0.5,1593650
3555 10TH ST,MARION,IA,52302,42.05744,-91.5992,1,1593651
2900 8TH AVENUE,MARION,IA,52302,42.03561,-91.5814,1,1593652
2127 27TH ST,MARION,IA,52302,42.04425,-91.5827,1,1593653
2301 50TH ST,MARION,IA,52302,42.04584,-91.5552,1,1593654
2210 GRAND AVE,MARION,IA,52302,42.02085,-91.5879,1,1593655
1700 BIG BLUESTEM DR,MARION,IA,52302,42.01367,-91.5724,0.6,1593656
401 29TH AVE,MARION,IA,52302,42.04992,-91.6054,1,1593657
4500 10TH ST,MARION,IA,52302,42.06651,-91.5995,1,1593658
4901 ALBURNETT RD,MARION,IA,52302,42.07003,-91.6148,1,1593659
4901 ALBURNETT RD,MARION,IA,52302,42.07003,-91.6148,1,1593660
525 PALISADES RD SW,MOUNT VERNON,IA,52314,41.92027,-91.4278,1,947401
"600 1ST ST, MT VERNON, IA 52314",MOUNT VERNON,IA,52314,41.92554,-91.4221,0.9,947402
3275 NORTH CENTER POINT RD,CEDAR RAPIDS,IA,52411,42.08875,-91.6902,1,1593661
4201 BIG BLUESTEM CIR,MARION,IA,52302,42.01408,-91.5667,0.6,1593662
300 WEST AVE,PRAIRIEBURG,IA,52219,42.23624,-91.4257,1,1593663
252 BROADWAY ST,SPRINGVILLE,IA,52336,42.05906,-91.4431,1,1593664
4521 BOY SCOUT RD,CENTRAL CITY,IA,52214,42.1892,-91.4573,1,1593665
5200 E AVE NW,CEDAR RAPIDS,IA,52405,41.98023,-91.7384,1,1593666
401 78TH AVE SW,CEDAR RAPIDS,IA,52404,41.91954,-91.7045,0.33,1593667
300 80TH ST CT,FAIRFAX,IA,52228,41.9307,-91.774,0.9,1593668
1006 1ST ST,PALO,IA,52324,42.06794,-91.7956,1,1593669
235 W SCHOOL ST,LISBON,IA,52314,41.91901,-91.3889,0.9,1593670
204 GREENE ST,WALKER,IA,52352,42.28625,-91.7811,1,1593671
400 BARBER ST,CENTRAL CITY,IA,52214,42.20887,-91.5259,1,1593672
310 VIRGIL AVE,MOUNT VERNON,IA,52314,41.91444,-91.4231,1,1593673
137 N. 4TH ST,CENTRAL CITY,IA,52214,42.20554,-91.5247,1,1593674
1954 COUNTY HOME ROAD,MARION,IA,52302,42.09309,-91.5548,1,1593675
10260 MORRIS HILL RD,TODDVILLE,IA,52341,42.08301,-91.7649,1,1593676
6101 GIBSON DR NE,CEDAR RAPIDS,IA,52411,42.03946,-91.7144,1,1593677
131 ROOSEVELT ST,ALBURNETT,IA,52202,42.15015,-91.6198,1,1593678
401 76TH AVE SW,CEDAR RAPIDS,IA,52404,41.90321,-91.6694,1,1593679
3033 LYNX DR,TROY MILLS,IA,52344,42.29117,-91.6613,0.9,1593680
613 SUMMIT ST,CENTER POINT,IA,52213,42.18922,-91.786,1,1593681
1212 COLTON ST,COLUMBUS JUNCTION,IA,52738,41.26799,-91.3681,1,947409
14506 170TH ST,GRANDVIEW,IA,52754,41.30574,-91.2047,0.9,947412
311 E DIVISION ST,MORNING SUN,IA,52640,41.09575,-91.2484,1,947413
501 BUCHANAN AVE,WAPELLO,IA,52653,41.18011,-91.1896,1,1593682
1212 COLTON ST,COLUMBUS JUNCTION,IA,52738,41.26799,-91.3681,1,947414
501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,947417
501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,947418
501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,947421
110 E FRONT ST,LUCAS,IA,50151,41.02861,-93.4572,0.6,947422
501 N GRAND,CHARITON,IA,50049,41.01946,-93.3076,1,1593683
106 W STANTON ST,RUSSELL,IA,50238,40.98579,-93.198,0.9,947423
106 W STANTON ST,RUSSELL,IA,50238,40.98579,-93.198,0.9,947424
103 S MAIN ST,INWOOD,IA,,43.30832,-96.432,1,947426
117 S MAIN ST,GEORGE,IA,,43.34311,-96.0022,1,947425
103 S MAIN ST,INWOOD,IA,,43.30832,-96.432,1,947427
1138 BROADWAY ST,LARCHWOOD,IA,,43.45507,-96.434,1,947428
1138 BROADWAY ST,LARCHWOOD,IA,,43.45507,-96.434,1,947429
117 S MAIN ST,GEORGE,IA,,43.34311,-96.0022,1,947430
405 S 2ND AVE,ROCK RAPIDS,IA,,43.43094,-96.1699,1,947431
405 S 2ND AVE,ROCK RAPIDS,IA,,43.43094,-96.1699,1,947432
110 W SOUTH ST,MACKSBURG,IA,50155,41.33246,-94.0128,0.6,1593684
1146 W SUMMIT ST,WINTERSET,IA,50273,41.3301,-94.0279,1,1593685
611 W HWY 92,WINTERSET,IA,50273,41.34484,-94.0077,0.9,947435
150 E 1ST ST,EARLHAM,IA,50072,41.49145,-94.1223,1,947436
305 W. MAIN ST,ST. CHARLES,IA,50240,41.28851,-93.8089,1,1897923
150 8TH ST,PATTERSON,IA,50218,41.3499,-93.8803,0.33,1593687
405 E NORTH ST,TRURO,IA,50257,41.21009,-93.8427,1,947440
404 S 2ND AVE,WINTERSET,IA,50273,41.33139,-94.0159,1,947441
404 S. 2ND AVE,WINTERSET,IA,50273,41.33139,-94.0159,1,947442
2163 135TH ST.,NEW SHARON,IA,50207,41.45904,-92.6498,1,947443
306 OTLEY ST.,LEIGHTON,IA,50143,41.33805,-92.7873,1,947444
525 E. MAIN ST.,FREMONT,IA,52561,41.21242,-92.4294,0.9,947445
1801 ORCHARD AVE.,OSKALOOSA,IA,52577,41.28337,-92.6627,0.33,947446
1816 N. 3RD ST.,OSKALOOSA,IA,52577,41.30907,-92.6414,1,947447
201 W. TRUEBLOOD AVE.,OSKALOOSA,IA,52577,41.30761,-92.6494,1,947448
1801 ORCHARD AVE.,OSKALOOSA,IA,52577,41.28337,-92.6627,0.33,947449
1704 N. 3RD ST.,OKALOOSA,IA,52577,41.30831,-92.6414,0.9,947450
1816 N. 3RD ST.,OSKALOOSA,IA,52577,41.30907,-92.6414,1,947451
2163 135TH ST.,NEW SHARON,IA,50207,41.45904,-92.6498,1,947452
2342 HIGHWAY 92,OSKALOOSA,IA,52577,41.29592,-92.6106,1,947453
300 MAIN ST.,HARVEY,IA,50119,41.31584,-92.9256,1,948284
214 S. MAIN ST.,MELCHER-DALLAS,IA,50062,41.22228,-93.2417,1,947454
1766 179TH PL.,PERSHING,IA,50138,41.26659,-93.0087,1,947455
407 W. LARSON ST.,KNOXVILLE,IA,50138,41.32878,-93.1031,1,947459
213 E MONTGOMERY ST,KNOXVILLE,IA,50138,41.31712,-93.0968,1,947456
306 S PARK LN,KNOXVILLE,IA,50138,41.31394,-93.1145,1,947458
1506 S ATTICA ROAD,KNOXVILLE,IA,50138,41.30719,-93.0799,1,947460
210 N IOWA ST,KNOXVILLE,IA,50138,41.32053,-93.106,1,947457
812 UNIVERSITY ST,PELLA,IA,50219,41.40033,-92.9185,1,947462
2204 HIGHWAY G71,BUSSY,IA,50044,41.21901,-92.9269,1,947461
215 SUMMIT ST.,OTLEY,IA,50214,41.46598,-93.0376,1,948285
812 UNIVERSITY ST,PELLA,IA,50219,41.40033,-92.9185,1,947466
415 BROADWAY ST,PELLA,IA,50219,41.40167,-92.9185,1,947463
814 UNIVERSITY ST,PELLA,IA,50219,41.40033,-92.9185,1,947465
415 BROADWAY ST,PELLA,IA,50219,41.40167,-92.9185,1,947464
415 JONES ST.,PLEASANTVILLE,IA,50226,41.38819,-93.2717,0.9,948286
1032 VIRGINIA ST.,COLUMBIA,IA,50067,41.17523,-93.1517,0.9,947467
114 MAIN ST,LISCOMB,IA,50148,42.18951,-93.005,1,1593688
25 MAIN ST,MELBOURNE,IA,50162,41.9443,-93.103,1,947479
1016 S 3RD AVE,MARSHALLTOWN,IA,51058,42.03501,-92.9077,0.9,1593694
3700 S CENTER ST,MARSHALLTOWN,IA,50158,42.03212,-92.9125,0.6,1593695
2001 S 4TH ST,MARSHALLTOWN,IA,50158,42.02421,-92.9195,1,1593693
212 W INGLEDUE ST,MARSHALLTOWN,IA,50158,42.03206,-92.9177,1,1593692
225 S ELM ST,GILMAN,IA,50106,41.87826,-92.7847,1,947480
1315 W MAIN ST,MARSHALLTOWN,IA,50158,42.04895,-92.9366,0.9,1593691
209 S MAIN ST,LAUREL,IA,50141,41.88267,-92.9224,1,1593698
206 N VINE ST,LE GRAND,IA,50142,42.00858,-92.7743,1,1593699
202 BEVINS ST,CLEMONS,IA,50051,42.11466,-93.1563,1,1593700
601 3RD ST NW,STATE CENTER,IA,50247,42.01865,-93.171,1,1593701
1710 WALLACE AVE,GREEN MOUNTAIN,IA,50632,42.10464,-92.8249,0.9,1593702
1301 SUMMIT ST,MARSHALLTOWN,IA,50158,42.0528,-92.9347,1,1593690
8 N 7TH ST,MARSHALLTOWN,IA,50158,42.0499,-92.9243,1,1593703
105 W BOONE ST,MARSHALLTOWN,IA,50158,42.04564,-92.9146,1,1593689
601 3RD ST NW,STATE CENTER,IA,50247,42.01865,-93.171,1,1593696
400 S MAIN ST,ALBION,IA,50005,42.10824,-92.9896,1,1593697
3700 SOTH CENTER ST,MARSHALLTOWN,IA,50158,42.0361,-92.9989,0.33,947478
711 MORTON AVE,EMERSON,IA,51533,41.01712,-95.4015,1,947487
711 MORTON AVE,EMERSON,IA,51533,41.01712,-95.4015,1,947488
507 E SHARP ST,GLENWOOD,IA,51534,41.04609,-95.7445,1,947492
504 E SHARP ST,GLENWOOD,IA,51534,41.04891,-95.7308,1,947489
505 E SHARP ST,GLENWOOD,IA,51534,41.04609,-95.7445,1,947490
506 E SHARP ST,GLENWOOD,IA,51534,41.04639,-95.7445,1,947491
No data,No data,IA,,42.28192,-94.1108,1,947493
1505 E 15TH ST,MALVERN,IA,51551,41.0126,-95.5833,1,947494
605 MAIN ST,MINEOLA,IA,51554,41.14313,-95.6924,1,947495
109 N VINE ST,GLENWOOD,IA,51534,41.0482,-95.7418,1,947496
417 MAIN ST,SILVER CITY,IA,51571,41.11306,-95.6373,1,947497
18793 HWY 9,OSAGE,IA,50461,43.32077,-92.7897,0.33,947509
307 WOODLAND AVE,RICEVILLE,IA,50466,43.36117,-92.5543,1,947503
307 WOODLAND AVE,RICEVILLE,IA,50466,43.36117,-92.5543,1,947500
515 CHASE ST,OSAGE,IA,50461,43.28525,-92.8131,1,947504
515 CHASE ST,OSAGE,IA,50461,43.28525,-92.8131,1,947505
504 MAIN ST,OSAGE,IA,50461,43.28393,-92.8129,1,947506
504 MAIN ST,OSAGE,IA,50461,43.28393,-92.8129,1,947507
416 WILLIAM ST,CARPENTER,IA,50426,43.41488,-93.0155,0.9,947498
18793 HWY 9,OSAGE,IA,50461,43.32077,-92.7897,0.33,947501
202 SOUTH WASHINGTON STREET,ST ANSGAR,IA,50472,43.37672,-92.923,1,947510
106 N BROAD ST,STACEYVILLE,IA,50476,43.43626,-92.7821,1,947511
610 IOWA AVE,ONAWA,IA,51040,42.02805,-96.0924,1,948287
103 PINE ST,CASTANA,IA,51010,42.07474,-95.9118,1,948288
513 MAIN ST,MAPLETON,IA,51034,42.16599,-95.791,1,948289
320 10TH ST,ONAWA,IA,51040,42.0367,-96.0979,1,948290
108 OAK ST,SOLDIER,IA,51572,41.98499,-95.7794,1,948297
610 IOWA AVE,ONAWA,IA,51040,42.02805,-96.0924,1,948291
320 10TH ST,ONAWA,IA,51040,42.0367,-96.0979,1,948292
320 10TH ST,ONAWA,IA,51040,42.0367,-96.0979,1,948293
707 IOWA AVE,ONAWA,IA,51040,42.02616,-96.0931,1,948294
413 MAIN ST,BLENCOE,IA,51523,41.93048,-96.0816,1,948296
103 W MAIN ST,UTE,IA,51060,42.05033,-95.7066,1,948295
503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947512
503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947513
503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947514
503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,947515
503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,948298
608 WEST 17TH STREET,LOVILIA,IA,50150,41.13449,-92.9078,0.9,948299
503 B AVE EAST,ALBIA,IA,52531,41.02911,-92.8027,1,948300
2011 N 8TH ST,RED OAK,IA,51566,41.02187,-95.2235,1,947516
2011 N 8TH ST,RED OAK,IA,51566,41.02187,-95.2235,1,947517
2011 N 8TH ST,RED OAK,IA,51566,41.02187,-95.2235,1,947518
403 MAIN ST,ELLIOTT,IA,51532,41.14942,-95.1615,1,947519
